x,y
11.79299188,103.2837746
0.076387949,81.0103308
6.203543755,116.0806029
0.921484419,54.84018878
7.641997848,102.6686196
15.38182628,70.192679
4.113143081,96.65165792
6.940522965,142.558695
8.020445976,120.0687993
9.53820574,132.7762255
1.273579717,75.25471753
5.737187493,109.4166731
8.082004424,128.0317389
13.0273879,106.3777879
0.306502611,63.60182611
11.74714164,97.40332206
1.150522195,61.80183438
14.22632576,91.92374595
4.207759017,110.44266
4.205803218,118.9315423
0.534347154,75.06382027
13.36435413,100.4361355
12.08721217,99.97362335
13.32549586,101.6768804
6.261535469,119.4303882
2.867264123,94.30502417
8.277036172,127.6884217
13.51999184,81.24928673
12.21980492,112.7215308
13.50788689,94.66506275
4.184167253,116.9270385
10.8482125,97.11390209
1.779702299,68.0331727
15.33229946,67.23538057
5.193204681,133.6958529
0.278462894,80.19974186
9.679017176,126.2339648
0.112494603,62.8792958
4.805639023,114.2811493
6.355385098,126.1943769
3.808842936,100.1203246
7.757622976,135.4947632
5.673661793,114.975671
12.32184914,105.8693806
10.40277669,113.0154015
0.540071152,75.04949289
8.785420467,119.4323255
0.837029063,62.01320409
10.46221291,118.5189268
8.2150434,134.1969368
6.702086348,118.4089136
7.561439369,123.3129753
1.768345975,106.5218096
4.961512233,99.20326599
11.23848883,109.2715901
13.01722277,100.3020291
0.026924715,74.43742585
14.81273914,77.99900657
6.053014214,121.2145985
10.91061971,129.9117268
1.284749434,84.45281583
6.947594504,115.7973538
4.565165112,101.7415733
0.295503006,69.29587108
11.58304147,102.3416888
5.716253447,120.4849426
7.575116772,130.0244824
2.369159938,102.85256
10.71761675,132.0125639
2.756945194,94.95235372
14.02922152,98.60168296
14.94400105,78.7450304
13.12965599,102.341386
6.326759513,128.1538764
12.19327225,110.1264186
7.422531228,116.9005203
15.70121457,74.15296318
5.620186637,133.649854
5.252089928,117.857407
5.281420546,120.7476213
7.105905208,110.4299401
0.320751094,78.76808488
15.48418428,69.36866495
12.18608179,108.0440844
7.876581211,134.769151
15.56806919,89.24776311
1.778733008,112.3596542
1.084562302,85.69204372
10.60838312,116.3618863
7.591662895,135.1270937
14.06031474,110.3680747
3.168973991,94.47350722
3.108145566,108.7448578
15.65922431,64.98364245
4.346892255,118.8859461
7.699486051,122.0480672
5.000108773,133.5840474
11.22172217,113.0378974
3.053000228,104.3559272
13.55983511,96.94680414
1.670174853,94.89256567
1.224561111,84.1233714
14.52685123,88.51569047
12.9620768,109.5149425
5.33784167,123.614072
4.336787904,109.4578182
6.21422189,114.02692
7.80558278,103.1463866
12.39123942,127.0131195
2.523677879,100.8157718
1.578109198,99.51936724
10.24587457,116.0736899
15.24089192,103.3058269
10.11519629,131.2324582
15.97255899,73.87842838
14.52744661,82.07842069
5.664749632,126.6591006
1.487544008,86.35293456
10.0987704,119.8873281
3.096632802,112.0055688
10.74318021,102.2397397
11.14797598,116.8371958
2.662966595,101.5077612
1.854304784,79.43119808
11.69272751,110.7241781
5.636171522,105.516938
3.175891818,96.80200506
0.248416715,78.39863494
8.011840005,122.967983
2.25221114,123.368231
13.2233078,97.915909
11.16867791,107.4326323
13.98745046,101.1616218
10.21097443,92.740297
15.25870285,69.31886107
9.739999016,131.5022154
12.58981916,132.6451699
1.665874631,92.59327078
15.51937827,74.05252517
10.94833138,101.4080239
13.03490296,100.9076966
4.080923641,99.01616769
9.56148338,139.8601908
7.320670139,124.9858366
5.926383282,128.4414948
6.232954557,126.4268816
11.82079188,124.7692311
2.372969129,99.77709683
13.09217361,93.78968423
11.18658526,132.5513461
7.222110267,129.3913098
5.517342458,115.4710997
4.418652507,100.95792
1.640544736,95.38109036
13.39396913,117.3445512
11.29293745,116.9382416
11.59934474,108.7301159
3.727994645,94.44082579
15.35948765,85.7810144
14.34824859,81.75320278
10.76608278,112.3276639
13.98342779,94.04142702
15.0756089,65.98264781
7.118969414,122.2018007
4.290821115,103.8246659
1.376680509,72.17839775
14.2639019,77.72949089
8.451591525,128.9588738
2.719329254,111.7720488
8.664621178,123.427515
13.00777088,89.94075705
7.216291893,132.706674
11.36232514,115.9048499
13.84865717,92.86836441
11.31206395,93.30490341
14.59820545,66.42371853
8.420453992,132.7249203
14.9359126,81.43772916
0.804659963,64.77814471
7.59293307,147.0613021
4.762767019,99.70531084
14.75688122,82.63145418
3.871379362,100.0391383
4.156244898,111.7867355
1.266485431,93.67626956
14.14085769,74.29696034
6.431125033,118.5779758
8.100222293,129.5563582
1.222407304,96.92550727
1.811305703,108.8918809
8.548769471,120.7268609
8.368561622,108.413344
9.120679182,96.76050434
6.988511685,107.9393482
12.17375927,109.441688
14.36892156,82.52626697
3.939023154,94.18442377
11.06127421,121.4199717
10.37115104,121.7192569
2.551865326,88.65474017
11.79299188,15.95869092
0.076387949,52.38294198
6.203543755,16.01575768
0.921484419,69.05262748
7.641997848,16.83007406
15.38182628,50.67240913
4.113143081,25.67849502
6.940522965,23.08009452
8.020445976,13.46166245
9.53820574,13.72420001
1.273579717,43.52614323
5.737187493,16.84594278
8.082004424,20.9259519
13.0273879,52.74379361
0.306502611,77.04675694
11.74714164,34.46905511
1.150522195,56.48972021
14.22632576,40.59949981
4.207759017,33.44417943
